# LAMMPS data file written by OVITO Basic 3.9.2

1917 atoms
1 atom types

0.0 37.4449310303 xlo xhi
0.0 37.4449310303 ylo yhi
0.0 24.9632892609 zlo zhi

Masses

1 107.8682  # Ag

Atoms  # atomic

1 1 12.082255955 12.4610124434 4.288293283
2 1 12.082255955 12.4610124434 12.6093891957
3 1 12.082255955 12.4610124434 20.9304866062
4 1 12.082255955 24.9426564821 4.288293283
5 1 12.082255955 24.9426564821 12.6093891957
6 1 12.082255955 24.9426564821 20.9304866062
7 1 12.082255955 37.424299435 4.288293283
8 1 12.082255955 37.424299435 12.6093891957
9 1 12.082255955 37.424299435 20.9304866062
10 1 24.5638999938 12.4610124434 4.288293283
11 1 24.5638999938 12.4610124434 12.6093891957
12 1 24.5638999938 12.4610124434 20.9304866062
13 1 24.5638999938 24.9426564821 4.288293283
14 1 24.5638999938 24.9426564821 12.6093891957
15 1 24.5638999938 24.9426564821 20.9304866062
16 1 24.5638999938 37.424299435 4.288293283
17 1 24.5638999938 37.424299435 12.6093891957
18 1 24.5638999938 37.424299435 20.9304866062
19 1 37.0455429091 12.4610124434 4.288293283
20 1 37.0455429091 12.4610124434 12.6093891957
21 1 37.0455429091 12.4610124434 20.9304866062
22 1 37.0455429091 24.9426564821 4.288293283
23 1 37.0455429091 24.9426564821 12.6093891957
24 1 37.0455429091 24.9426564821 20.9304866062
25 1 37.0455429091 37.424299435 4.288293283
26 1 37.0455429091 37.424299435 12.6093891957
27 1 37.0455429091 37.424299435 20.9304866062
28 1 0.0567415397 4.1295645293 8.2280661962
29 1 0.0567415397 4.1295645293 16.5491621339
30 1 0.0567415397 4.1295645293 24.8702595444
31 1 0.0567415397 16.611208568 8.2280661962
32 1 0.0567415397 16.611208568 16.5491621339
33 1 0.0567415397 16.611208568 24.8702595444
34 1 0.0567415397 29.0928526067 8.2280661962
35 1 0.0567415397 29.0928526067 16.5491621339
36 1 0.0567415397 29.0928526067 24.8702595444
37 1 12.5383854286 4.1295645293 8.2280661962
38 1 12.5383854286 4.1295645293 16.5491621339
39 1 12.5383854286 4.1295645293 24.8702595444
40 1 12.5383854286 16.611208568 8.2280661962
41 1 12.5383854286 16.611208568 16.5491621339
42 1 12.5383854286 16.611208568 24.8702595444
43 1 12.5383854286 29.0928526067 8.2280661962
44 1 12.5383854286 29.0928526067 16.5491621339
45 1 12.5383854286 29.0928526067 24.8702595444
46 1 25.0200294674 4.1295645293 8.2280661962
47 1 25.0200294674 4.1295645293 16.5491621339
48 1 25.0200294674 4.1295645293 24.8702595444
49 1 25.0200294674 16.611208568 8.2280661962
50 1 25.0200294674 16.611208568 16.5491621339
51 1 25.0200294674 16.611208568 24.8702595444
52 1 25.0200294674 29.0928526067 8.2280661962
53 1 25.0200294674 29.0928526067 16.5491621339
54 1 25.0200294674 29.0928526067 24.8702595444
55 1 0.1178516671 4.1854945998 4.0321036826
56 1 0.1178516671 4.1854945998 12.3531999947
57 1 0.1178516671 4.1854945998 20.6742966563
58 1 0.1178516671 16.667138676 4.0321036826
59 1 0.1178516671 16.667138676 12.3531999947
60 1 0.1178516671 16.667138676 20.6742966563
61 1 0.1178516671 29.1487815914 4.0321036826
62 1 0.1178516671 29.1487815914 12.3531999947
63 1 0.1178516671 29.1487815914 20.6742966563
64 1 12.5994957433 4.1854945998 4.0321036826
65 1 12.5994957433 4.1854945998 12.3531999947
66 1 12.5994957433 4.1854945998 20.6742966563
67 1 12.5994957433 16.667138676 4.0321036826
68 1 12.5994957433 16.667138676 12.3531999947
69 1 12.5994957433 16.667138676 20.6742966563
70 1 12.5994957433 29.1487815914 4.0321036826
71 1 12.5994957433 29.1487815914 12.3531999947
72 1 12.5994957433 29.1487815914 20.6742966563
73 1 25.0811386961 4.1854945998 4.0321036826
74 1 25.0811386961 4.1854945998 12.3531999947
75 1 25.0811386961 4.1854945998 20.6742966563
76 1 25.0811386961 16.667138676 4.0321036826
77 1 25.0811386961 16.667138676 12.3531999947
78 1 25.0811386961 16.667138676 20.6742966563
79 1 25.0811386961 29.1487815914 4.0321036826
80 1 25.0811386961 29.1487815914 12.3531999947
81 1 25.0811386961 29.1487815914 20.6742966563
82 1 12.3948089441 8.4402247273 7.8640513125
83 1 12.3948089441 8.4402247273 16.1851479741
84 1 12.3948089441 8.4402247273 24.5062439118
85 1 12.3948089441 20.9218676802 7.8640513125
86 1 12.3948089441 20.9218676802 16.1851479741
87 1 12.3948089441 20.9218676802 24.5062439118
88 1 12.3948089441 33.4035128423 7.8640513125
89 1 12.3948089441 33.4035128423 16.1851479741
90 1 12.3948089441 33.4035128423 24.5062439118
91 1 24.8764518969 8.4402247273 7.8640513125
92 1 24.8764518969 8.4402247273 16.1851479741
93 1 24.8764518969 8.4402247273 24.5062439118
94 1 24.8764518969 20.9218676802 7.8640513125
95 1 24.8764518969 20.9218676802 16.1851479741
96 1 24.8764518969 20.9218676802 24.5062439118
97 1 24.8764518969 33.4035128423 7.8640513125
98 1 24.8764518969 33.4035128423 16.1851479741
99 1 24.8764518969 33.4035128423 24.5062439118
100 1 37.358097059 8.4402247273 7.8640513125
101 1 37.358097059 8.4402247273 16.1851479741
102 1 37.358097059 8.4402247273 24.5062439118
103 1 37.358097059 20.9218676802 7.8640513125
104 1 37.358097059 20.9218676802 16.1851479741
105 1 37.358097059 20.9218676802 24.5062439118
106 1 37.358097059 33.4035128423 7.8640513125
107 1 37.358097059 33.4035128423 16.1851479741
108 1 37.358097059 33.4035128423 24.5062439118
109 1 12.3397158052 8.2469094295 4.1479247574
110 1 12.3397158052 8.2469094295 12.4690210446
111 1 12.3397158052 8.2469094295 20.7901169822
112 1 12.3397158052 20.7285523823 4.1479247574
113 1 12.3397158052 20.7285523823 12.4690210446
114 1 12.3397158052 20.7285523823 20.7901169822
115 1 12.3397158052 33.2101975444 4.1479247574
116 1 12.3397158052 33.2101975444 12.4690210446
117 1 12.3397158052 33.2101975444 20.7901169822
118 1 24.8213598814 8.2469094295 4.1479247574
119 1 24.8213598814 8.2469094295 12.4690210446
120 1 24.8213598814 8.2469094295 20.7901169822
121 1 24.8213598814 20.7285523823 4.1479247574
122 1 24.8213598814 20.7285523823 12.4690210446
123 1 24.8213598814 20.7285523823 20.7901169822
124 1 24.8213598814 33.2101975444 4.1479247574
125 1 24.8213598814 33.2101975444 12.4690210446
126 1 24.8213598814 33.2101975444 20.7901169822
127 1 37.3030027968 8.2469094295 4.1479247574
128 1 37.3030027968 8.2469094295 12.4690210446
129 1 37.3030027968 8.2469094295 20.7901169822
130 1 37.3030027968 20.7285523823 4.1479247574
